Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date
73,Amanda,Smith,53,Male,Address_73,Memphis,19458794926,amanda.smith@kag.com,Savings,5886.75,10/12/2018,9/24/2023,73,1/29/2023,Withdrawal,2222.97,3663.78,37,73,32716.79,Mortgage,4.52,12,3/17/2021,Closed,73,Visa,5748.09,2421.45,121.07,1/30/2023,10/1/2023,257,73,9/1/2023,Complaint,Resolved,5/3/2023
74,Kimberly,Carter,34,Other,Address_74,Baltimore,19458794927,kimberly.carter@kag.com,Current,7951.57,9/29/2010,3/10/2023,74,10/31/2023,Transfer,2033.74,9985.31,30,74,11053.75,Auto,9.53,12,10/5/2022,Rejected,74,AMEX,8505.91,2587.65,129.38,11/26/2023,7/25/2023,7360,74,4/23/2023,Praise,Pending,7/22/2023
75,Elizabeth,Taylor,66,Other,Address_75,San Antonio,19458794928,elizabeth.taylor@kag.com,Savings,643.16,9/23/2016,10/17/2023,75,11/24/2023,Deposit,4119.78,4762.94,31,75,24700.58,Personal,5.15,60,8/21/2020,Rejected,75,MasterCard,4149.29,3478.89,173.94,10/30/2023,3/10/2023,1339,75,6/24/2023,Suggestion,Pending,5/19/2023
76,Margaret,Nelson,21,Other,Address_76,Tucson,19458794929,margaret.nelson@kag.com,Current,6766.61,1/1/2005,8/17/2023,76,3/4/2023,Transfer,3518.75,3247.86,33,76,7925.84,Mortgage,7.53,12,3/27/2022,Rejected,76,MasterCard,6771.04,826.25,41.31,3/2/2023,2/6/2023,5136,76,10/11/2023,Suggestion,Pending,3/31/2023
77,Susan,Harris,54,Female,Address_77,San Antonio,19458794930,susan.harris@kag.com,Savings,884.02,3/21/2019,9/18/2023,77,5/29/2023,Transfer,546.01,1430.03,76,77,15932.98,Auto,5.95,36,8/8/2020,Rejected,77,AMEX,6816.02,2876.14,143.81,12/8/2023,8/1/2023,1868,77,8/2/2023,Praise,Pending,5/29/2023
78,Donald,Williams,50,Other,Address_78,Las Vegas,19458794931,donald.williams@kag.com,Savings,5607.93,10/15/2013,1/20/2023,78,11/9/2023,Withdrawal,1819.77,3788.16,27,78,15576.59,Personal,7.88,36,8/22/2022,Closed,78,MasterCard,4167.36,2895.65,144.78,7/17/2023,2/2/2023,2974,78,10/4/2023,Suggestion,Resolved,9/11/2023
79,Deborah,Anderson,36,Female,Address_79,Austin,19458794932,deborah.anderson@kag.com,Current,5027.9,11/4/2014,3/4/2023,79,9/26/2023,Transfer,2987.43,2040.47,78,79,35050.1,Mortgage,3.86,12,5/5/2022,Closed,79,AMEX,7692.29,1834.95,91.75,10/13/2023,1/20/2023,9311,79,4/15/2023,Praise,Resolved,8/22/2023
80,Joseph,Lewis,43,Other,Address_80,Dallas,19458794933,joseph.lewis@kag.com,Current,9461.48,2/24/2002,10/28/2023,80,6/4/2023,Deposit,1918.62,11380.1,58,80,14831.38,Personal,8.89,12,12/12/2022,Closed,80,AMEX,5756.9,4821.45,241.07,1/21/2023,7/17/2023,5682,80,10/20/2023,Praise,Pending,6/16/2023
81,Linda,Nelson,28,Female,Address_81,Fort Worth,19458794934,linda.nelson@kag.com,Current,1411.4,10/6/2018,6/19/2023,81,7/15/2023,Deposit,1049.44,361.96,1,81,45026.29,Personal,5.94,24,9/14/2020,Closed,81,AMEX,6346.33,3725.51,186.28,8/7/2023,8/24/2023,8898,81,6/17/2023,Complaint,Resolved,12/16/2023
82,Susan,Young,48,Other,Address_82,Sacramento,19458794935,susan.young@kag.com,Current,193.96,10/11/2010,1/13/2023,82,12/10/2023,Deposit,3143.98,-2950.02,64,82,49169.26,Mortgage,3.78,36,2/22/2022,Approved,82,MasterCard,4514.98,3553.84,177.69,10/30/2023,4/30/2023,4919,82,5/6/2023,Complaint,Resolved,4/4/2023
83,Daniel,Sanchez,18,Male,Address_83,Houston,19458794936,daniel.sanchez@kag.com,Savings,1459.81,5/16/2008,5/17/2023,83,4/15/2023,Deposit,3015.22,4475.03,72,83,4972.02,Auto,1.34,24,2/24/2021,Approved,83,MasterCard,1809.62,4365.64,218.28,7/22/2023,5/4/2023,9222,83,8/13/2023,Praise,Resolved,3/19/2023
84,Michelle,Thomas,57,Male,Address_84,Mesa,19458794937,michelle.thomas@kag.com,Current,1789.99,7/6/2015,8/12/2023,84,9/22/2023,Deposit,4873.3,-3083.31,72,84,20484.73,Mortgage,1.12,24,11/6/2020,Closed,84,AMEX,7285.15,1694.55,84.73,5/21/2023,7/11/2023,6577,84,10/30/2023,Complaint,Pending,7/11/2023
85,Charles,Harris,53,Female,Address_85,Louisville,19458794938,charles.harris@kag.com,Current,2584.02,1/10/2010,4/4/2023,85,3/15/2023,Transfer,2809.74,-225.72,93,85,15790.21,Mortgage,4.18,12,12/14/2022,Approved,85,AMEX,4087.24,1063.35,53.17,4/12/2023,10/31/2023,697,85,3/4/2023,Praise,Resolved,4/13/2023
86,Jessica,Ramirez,46,Other,Address_86,San Jose,19458794939,jessica.ramirez@kag.com,Current,8169.38,6/2/2018,6/26/2023,86,3/16/2023,Deposit,4372.74,3796.64,26,86,18247.52,Personal,2.94,24,8/3/2020,Rejected,86,MasterCard,6476.25,2191.43,109.57,3/25/2023,12/9/2023,4225,86,8/23/2023,Suggestion,Resolved,3/18/2023
87,Brian,Rodriguez,42,Other,Address_87,El Paso,19458794940,brian.rodriguez@kag.com,Savings,3831.12,4/12/2013,12/14/2023,87,4/7/2023,Deposit,4746.49,8577.61,90,87,14002.39,Mortgage,1.47,12,11/24/2021,Approved,87,AMEX,9170.78,2987.74,149.39,3/7/2023,12/16/2023,8866,87,7/2/2023,Complaint,Pending,2/24/2023
88,Karen,Smith,64,Male,Address_88,Denver,19458794941,karen.smith@kag.com,Current,8423.5,10/19/2015,12/23/2023,88,8/29/2023,Transfer,2179.57,10603.07,49,88,19750.58,Personal,5.98,12,9/8/2020,Approved,88,Visa,8514.73,2788,139.4,8/8/2023,4/13/2023,7888,88,7/7/2023,Complaint,Pending,3/19/2023
89,Timothy,Lewis,66,Other,Address_89,Atlanta,19458794942,timothy.lewis@kag.com,Savings,2792.15,7/2/2021,6/5/2023,89,5/19/2023,Transfer,273.94,3066.09,84,89,7929.32,Auto,9.9,48,8/30/2020,Approved,89,Visa,6663.31,1102.03,55.1,5/26/2023,3/21/2023,4072,89,3/3/2023,Praise,Pending,2/19/2023
90,Nancy,Perez,35,Other,Address_90,Colorado Springs,19458794943,nancy.perez@kag.com,Savings,8619.36,6/22/2022,5/1/2023,90,4/19/2023,Deposit,726.04,7893.32,44,90,14711.1,Personal,4.8,36,8/19/2020,Approved,90,MasterCard,3047.11,1343.47,67.17,8/11/2023,8/7/2023,1434,90,8/1/2023,Suggestion,Resolved,8/25/2023
91,Sandra,Thomas,20,Female,Address_91,Las Vegas,19458794944,sandra.thomas@kag.com,Current,180.1,11/25/2016,6/20/2023,91,1/28/2023,Deposit,2524.81,2704.91,43,91,37643.08,Mortgage,5.97,60,1/21/2020,Closed,91,Visa,5646.98,4628.69,231.43,5/28/2023,2/11/2023,6763,91,2/24/2023,Complaint,Pending,4/8/2023
92,Matthew,Green,35,Male,Address_92,Indianapolis,19458794945,matthew.green@kag.com,Savings,9351.9,3/12/2022,7/17/2023,92,4/12/2023,Withdrawal,4465.86,4886.04,49,92,17858.28,Mortgage,2.98,36,7/20/2021,Approved,92,MasterCard,4373.69,405.51,20.28,9/27/2023,11/30/2023,1807,92,1/3/2023,Complaint,Pending,5/11/2023
93,Brian,Baker,24,Other,Address_93,Tucson,19458794946,brian.baker@kag.com,Current,7485.89,11/29/2002,6/18/2023,93,12/16/2023,Deposit,3274.12,10760.01,52,93,11183.91,Mortgage,2.84,60,7/4/2022,Approved,93,Visa,6319.51,2520.25,126.01,9/2/2023,7/21/2023,7430,93,9/29/2023,Praise,Pending,8/18/2023
94,Kenneth,Green,45,Other,Address_94,Fort Worth,19458794947,kenneth.green@kag.com,Savings,4186.03,7/4/2002,6/21/2023,94,4/29/2023,Deposit,1015.39,3170.64,71,94,6313.76,Auto,3.96,48,9/4/2022,Rejected,94,MasterCard,7582.01,2373.34,118.67,7/19/2023,9/12/2023,2695,94,2/22/2023,Suggestion,Resolved,7/27/2023
95,Mark,Miller,34,Female,Address_95,Fresno,19458794948,mark.miller@kag.com,Savings,5815.62,8/18/2004,6/6/2023,95,3/13/2023,Withdrawal,3508.21,9323.83,32,95,18052.2,Mortgage,8.52,48,6/18/2021,Closed,95,Visa,7536.36,1916.85,95.84,12/12/2023,3/17/2023,2170,95,2/24/2023,Praise,Pending,4/26/2023
96,Joseph,Wilson,42,Female,Address_96,San Antonio,19458794949,joseph.wilson@kag.com,Current,9336.87,12/24/2016,11/20/2023,96,1/27/2023,Transfer,4472.15,13809.02,55,96,32527.05,Mortgage,9.65,36,9/5/2022,Rejected,96,MasterCard,1512.66,3918.05,195.9,10/27/2023,12/26/2023,1024,96,11/12/2023,Complaint,Resolved,4/26/2023
97,Brian,Lewis,35,Female,Address_97,Austin,19458794950,brian.lewis@kag.com,Current,5867.35,3/24/2008,7/29/2023,97,5/30/2023,Transfer,160.83,5706.52,18,97,13411.94,Personal,7.66,48,9/22/2020,Approved,97,Visa,4355.01,4612.91,230.65,10/4/2023,11/17/2023,2512,97,2/24/2023,Suggestion,Resolved,7/25/2023
98,James,Jackson,69,Female,Address_98,Milwaukee,19458794951,james.jackson@kag.com,Savings,2362.83,12/21/2013,10/8/2023,98,6/19/2023,Transfer,1221.63,3584.46,86,98,21699.84,Mortgage,1.19,48,10/18/2022,Approved,98,AMEX,4510.45,4986.37,249.32,10/6/2023,1/14/2023,7899,98,5/26/2023,Praise,Resolved,6/23/2023
99,Matthew,Jackson,57,Other,Address_99,Memphis,19458794952,matthew.jackson@kag.com,Current,5771.45,4/24/2009,7/15/2023,99,6/9/2023,Deposit,774.37,6545.82,59,99,47667.53,Personal,4.95,12,5/12/2021,Rejected,99,MasterCard,2685.39,613.7,30.68,7/30/2023,7/22/2023,3175,99,9/17/2023,Suggestion,Pending,2/10/2023
100,John,Johnson,60,Other,Address_100,San Jose,19458794953,john.johnson@kag.com,Current,8727.33,10/15/2004,9/27/2023,100,5/22/2023,Withdrawal,3922.67,12650,29,100,28065.78,Auto,4.79,48,8/1/2022,Rejected,100,AMEX,5380.02,214.28,10.71,1/3/2023,4/1/2023,8789,100,8/22/2023,Praise,Resolved,3/31/2023
101,David,Green,20,Other,Address_101,Milwaukee,19458794954,david.green@kag.com,Savings,9875.75,5/5/2020,7/6/2023,101,6/3/2023,Withdrawal,4458.47,14334.22,32,101,27064.99,Mortgage,9.42,24,5/18/2022,Approved,101,MasterCard,3511.78,1376.5,68.82,3/7/2023,9/23/2023,9703,101,5/17/2023,Complaint,Pending,12/17/2023
102,Nancy,Hall,42,Female,Address_102,Los Angeles,19458794955,nancy.hall@kag.com,Savings,5882.42,10/9/2003,3/3/2023,102,9/7/2023,Deposit,2777.24,3105.18,54,102,21087.22,Auto,7.71,48,2/3/2020,Rejected,102,MasterCard,4126.54,3412.51,170.63,4/23/2023,7/12/2023,31,102,1/7/2023,Praise,Resolved,5/7/2023
103,James,Anderson,24,Other,Address_103,Colorado Springs,19458794956,james.anderson@kag.com,Savings,1640.89,6/30/2021,5/25/2023,103,7/2/2023,Deposit,4242.53,-2601.64,84,103,28285.16,Mortgage,7.43,60,3/20/2021,Approved,103,MasterCard,6153.34,2022.65,101.13,7/18/2023,9/8/2023,4147,103,2/25/2023,Complaint,Pending,7/9/2023
104,Amanda,Williams,64,Male,Address_104,Charlotte,19458794957,amanda.williams@kag.com,Current,7740.35,6/24/2006,8/14/2023,104,7/22/2023,Deposit,3288.12,4452.23,31,104,49243.8,Mortgage,6.08,36,12/29/2020,Approved,104,AMEX,8627.02,2329.53,116.48,1/13/2023,3/20/2023,7328,104,7/7/2023,Complaint,Pending,4/28/2023
105,Linda,Hernandez,27,Male,Address_105,Austin,19458794958,linda.hernandez@kag.com,Savings,9969.42,3/9/2013,4/27/2023,105,3/12/2023,Deposit,3286.93,6682.49,43,105,13436.54,Mortgage,6.81,60,3/4/2020,Closed,105,MasterCard,4854.94,4997.11,249.86,5/3/2023,4/16/2023,4710,105,10/13/2023,Praise,Pending,6/5/2023
106,Nancy,Rivera,61,Other,Address_106,Fresno,19458794959,nancy.rivera@kag.com,Current,4789,12/4/2002,7/25/2023,106,7/2/2023,Transfer,2902.74,1886.26,41,106,47154.47,Personal,7.29,12,11/10/2021,Rejected,106,MasterCard,5861.01,2456.68,122.83,9/27/2023,3/14/2023,6998,106,1/19/2023,Suggestion,Resolved,9/20/2023
107,William,Robinson,61,Female,Address_107,Colorado Springs,19458794960,william.robinson@kag.com,Savings,3898.95,12/3/2021,12/22/2023,107,6/22/2023,Withdrawal,259.59,3639.36,8,107,8304.48,Personal,5.97,48,12/3/2022,Closed,107,MasterCard,8157.08,4576.73,228.84,7/21/2023,4/19/2023,7527,107,2/27/2023,Complaint,Pending,2/11/2023
108,Thomas,Flores,68,Male,Address_108,Houston,19458794961,thomas.flores@kag.com,Current,5569.76,8/6/2006,3/7/2023,108,1/30/2023,Withdrawal,4685.52,10255.28,43,108,6444.16,Personal,8.6,24,4/20/2020,Approved,108,Visa,4867.49,2058.35,102.92,4/3/2023,10/6/2023,233,108,12/11/2023,Praise,Resolved,3/15/2023
109,Linda,Moore,36,Other,Address_109,Austin,19458794962,linda.moore@kag.com,Current,1731.19,11/27/2018,10/28/2023,109,11/18/2023,Withdrawal,1785.3,3516.49,51,109,33078.81,Mortgage,1.33,12,9/1/2022,Closed,109,AMEX,4475.64,2200.76,110.04,3/25/2023,9/26/2023,3505,109,4/11/2023,Suggestion,Pending,8/1/2023
110,Andrew,Mitchell,32,Male,Address_110,Memphis,19458794963,andrew.mitchell@kag.com,Savings,9715.71,4/12/2015,11/23/2023,110,12/21/2023,Transfer,4014.86,5700.85,8,110,13307.77,Mortgage,9.47,36,7/6/2022,Closed,110,MasterCard,6993.33,3857.36,192.87,1/21/2023,7/19/2023,6390,110,4/29/2023,Suggestion,Pending,11/4/2023
111,Andrew,Johnson,38,Male,Address_111,Los Angeles,19458794964,andrew.johnson@kag.com,Savings,8399.51,3/26/2011,1/28/2023,111,6/3/2023,Transfer,4051.82,12451.33,9,111,22775.22,Mortgage,7.96,48,10/24/2020,Approved,111,AMEX,3437.91,4507.25,225.36,7/21/2023,5/18/2023,6264,111,5/4/2023,Suggestion,Pending,12/14/2023
112,Steven,Young,38,Male,Address_112,Indianapolis,19458794965,steven.young@kag.com,Current,1218.61,9/22/2014,11/11/2023,112,3/30/2023,Withdrawal,4829.15,6047.76,78,112,36753.08,Personal,5.76,36,6/2/2021,Approved,112,AMEX,1256.36,4064.69,203.23,3/12/2023,3/11/2023,7027,112,10/9/2023,Praise,Pending,9/26/2023
113,Robert,Davis,54,Male,Address_113,Colorado Springs,19458794966,robert.davis@kag.com,Savings,9456.31,1/22/2017,9/21/2023,113,8/9/2023,Transfer,1640.23,11096.54,46,113,27207.23,Personal,8.74,12,8/31/2020,Closed,113,Visa,2209.7,2357.23,117.86,11/10/2023,5/20/2023,2290,113,8/18/2023,Praise,Pending,12/8/2023
114,Carol,Perez,45,Other,Address_114,San Jose,19458794967,carol.perez@kag.com,Savings,9433.91,9/11/2012,8/9/2023,114,11/7/2023,Transfer,4987.02,4446.89,33,114,1673.72,Auto,8.45,24,6/14/2022,Closed,114,AMEX,3479.44,3490.18,174.51,10/30/2023,5/17/2023,4252,114,10/18/2023,Suggestion,Resolved,4/14/2023
115,Joshua,Garcia,62,Male,Address_115,Atlanta,19458794968,joshua.garcia@kag.com,Current,3231.91,1/1/2015,1/10/2023,115,12/24/2023,Withdrawal,1509.87,1722.04,58,115,15986.32,Personal,4.77,36,7/4/2020,Rejected,115,Visa,8283.82,1318.87,65.94,7/30/2023,9/26/2023,5608,115,6/26/2023,Praise,Pending,10/28/2023
116,Kenneth,Lopez,49,Other,Address_116,San Francisco,19458794969,kenneth.lopez@kag.com,Current,6229.51,11/24/2013,10/4/2023,116,11/17/2023,Deposit,2262.34,8491.85,79,116,4169.65,Auto,8.56,48,11/25/2021,Closed,116,AMEX,2894.62,385.92,19.3,12/29/2023,3/4/2023,6192,116,3/21/2023,Suggestion,Resolved,8/6/2023
117,Betty,Campbell,58,Male,Address_117,Nashville,19458794970,betty.campbell@kag.com,Savings,1196.47,1/3/2001,10/18/2023,117,1/25/2023,Withdrawal,3534.19,-2337.72,94,117,46379.61,Auto,2.7,60,3/28/2022,Rejected,117,Visa,6586.05,790.09,39.5,8/7/2023,4/30/2023,2828,117,6/26/2023,Suggestion,Resolved,8/27/2023
118,John,Flores,44,Male,Address_118,Denver,19458794971,john.flores@kag.com,Savings,933.49,1/13/2014,1/4/2023,118,4/8/2023,Deposit,783.39,1716.88,94,118,39937.78,Personal,5.22,60,11/16/2021,Closed,118,Visa,3783.95,120.35,6.02,1/17/2023,10/17/2023,4647,118,11/14/2023,Suggestion,Pending,9/15/2023
119,David,Scott,40,Male,Address_119,San Antonio,19458794972,david.scott@kag.com,Savings,5067.77,1/26/2013,6/30/2023,119,2/11/2023,Transfer,1339.2,6406.97,31,119,49208.24,Mortgage,3.09,36,6/19/2020,Rejected,119,AMEX,1529.45,2222.57,111.13,10/3/2023,6/4/2023,1429,119,8/31/2023,Complaint,Resolved,9/6/2023
120,Linda,Anderson,27,Other,Address_120,Kansas City,19458794973,linda.anderson@kag.com,Savings,591.81,8/30/2006,3/26/2023,120,10/27/2023,Deposit,3643.29,-3051.48,69,120,44370.37,Personal,2.12,24,9/28/2021,Closed,120,AMEX,8489.28,3278.29,163.91,2/25/2023,1/23/2023,8769,120,9/10/2023,Suggestion,Resolved,6/28/2023
121,Barbara,Ramirez,57,Male,Address_121,San Diego,19458794974,barbara.ramirez@kag.com,Savings,8761.43,1/30/2013,1/25/2023,121,3/10/2023,Deposit,4872.18,13633.61,83,121,24291.27,Auto,9.05,12,3/8/2021,Approved,121,MasterCard,9401.57,167.13,8.36,5/19/2023,9/26/2023,43,121,1/18/2023,Suggestion,Pending,3/22/2023
122,Kimberly,Carter,58,Male,Address_122,San Jose,19458794975,kimberly.carter@kag.com,Current,9288.14,1/30/2001,1/20/2023,122,12/27/2023,Deposit,3666.67,5621.47,48,122,44247.28,Mortgage,4.3,48,4/11/2020,Approved,122,Visa,2496.41,259.08,12.95,3/28/2023,12/18/2023,9399,122,1/19/2023,Complaint,Resolved,1/12/2023
123,Steven,Hall,23,Female,Address_123,Atlanta,19458794976,steven.hall@kag.com,Savings,766.33,6/23/2001,7/18/2023,123,9/21/2023,Deposit,4312.87,-3546.54,11,123,33949.49,Personal,7.16,36,5/19/2022,Closed,123,AMEX,5587.79,2604.08,130.2,4/1/2023,11/19/2023,9171,123,1/7/2023,Praise,Resolved,8/22/2023
124,Deborah,Moore,41,Male,Address_124,Los Angeles,19458794977,deborah.moore@kag.com,Current,568.12,4/21/2007,7/18/2023,124,12/28/2023,Transfer,197.06,765.18,74,124,26705.38,Mortgage,4.38,48,12/24/2021,Closed,124,MasterCard,3590.78,4697.89,234.89,4/13/2023,4/24/2023,6392,124,5/31/2023,Suggestion,Resolved,1/18/2023
125,Daniel,Johnson,35,Female,Address_125,Austin,19458794978,daniel.johnson@kag.com,Savings,2292.04,3/16/2003,4/6/2023,125,3/4/2023,Withdrawal,2889.36,5181.4,33,125,19161.66,Auto,5.9,24,11/9/2021,Closed,125,AMEX,5948.94,706.91,35.35,10/13/2023,6/10/2023,150,125,3/8/2023,Praise,Pending,9/19/2023
126,Nancy,Gonzalez,27,Other,Address_126,Las Vegas,19458794979,nancy.gonzalez@kag.com,Savings,9306.59,7/31/2003,4/6/2023,126,7/25/2023,Withdrawal,4571.32,4735.27,61,126,34367.34,Personal,4.13,60,1/24/2021,Approved,126,Visa,7321.96,3392.53,169.63,12/15/2023,2/9/2023,8470,126,1/3/2023,Praise,Resolved,7/25/2023
127,Paul,Hall,32,Male,Address_127,Philadelphia,19458794980,paul.hall@kag.com,Savings,7713.24,6/6/2018,10/5/2023,127,5/28/2023,Deposit,3415.16,4298.08,88,127,29916.54,Mortgage,7.68,12,3/19/2020,Closed,127,MasterCard,9860.94,3272.27,163.61,2/6/2023,5/9/2023,9401,127,11/5/2023,Suggestion,Pending,6/21/2023
128,Andrew,Anderson,62,Male,Address_128,Detroit,19458794981,andrew.anderson@kag.com,Current,6797.33,1/23/2010,2/18/2023,128,11/25/2023,Withdrawal,3385.55,10182.88,15,128,31095.06,Auto,8.08,60,3/22/2020,Approved,128,AMEX,4135.25,1529.74,76.49,7/13/2023,10/17/2023,6486,128,1/29/2023,Complaint,Pending,1/7/2023
129,Amanda,Martin,60,Female,Address_129,San Antonio,19458794982,amanda.martin@kag.com,Savings,7785.84,3/10/2004,3/30/2023,129,9/12/2023,Withdrawal,1023.17,6762.67,29,129,20591.74,Personal,4.87,12,8/22/2020,Closed,129,MasterCard,3290.08,379.47,18.97,5/7/2023,12/24/2023,8687,129,3/9/2023,Praise,Resolved,1/31/2023
130,Michelle,Lewis,51,Female,Address_130,Colorado Springs,19458794983,michelle.lewis@kag.com,Current,2074.82,2/6/2004,1/6/2023,130,9/8/2023,Withdrawal,4307.09,6381.91,27,130,37226.44,Personal,8.74,60,7/7/2022,Closed,130,AMEX,7014.85,3045.93,152.3,10/2/2023,4/29/2023,2220,130,2/10/2023,Suggestion,Pending,1/6/2023
131,Lisa,Adams,25,Male,Address_131,Denver,19458794984,lisa.adams@kag.com,Current,2640.22,6/10/2010,5/26/2023,131,9/18/2023,Withdrawal,4326.58,6966.8,20,131,4985.8,Mortgage,4.2,36,8/8/2020,Closed,131,AMEX,8587.19,2216.28,110.81,11/6/2023,5/31/2023,8979,131,7/2/2023,Praise,Resolved,12/22/2023
132,Anthony,Lewis,67,Other,Address_132,Philadelphia,19458794985,anthony.lewis@kag.com,Savings,3244.52,7/20/2007,1/12/2023,132,5/9/2023,Transfer,3073.9,170.62,36,132,36581.79,Mortgage,7.86,24,8/4/2020,Approved,132,Visa,1251.09,1559.79,77.99,1/25/2023,12/28/2023,8122,132,7/13/2023,Complaint,Resolved,4/21/2023
133,Andrew,Williams,52,Female,Address_133,Memphis,19458794986,andrew.williams@kag.com,Savings,6090.15,10/15/2012,1/28/2023,133,1/11/2023,Withdrawal,2138.82,8228.97,14,133,36807.3,Mortgage,6.85,60,12/24/2021,Rejected,133,MasterCard,1390.08,3900.56,195.03,7/16/2023,4/8/2023,987,133,9/13/2023,Praise,Resolved,2/23/2023
134,James,Jackson,44,Male,Address_134,Colorado Springs,19458794987,james.jackson@kag.com,Savings,6121.38,9/9/2013,10/2/2023,134,1/17/2023,Deposit,4123.12,1998.26,37,134,26281.23,Personal,5.1,24,4/13/2020,Closed,134,AMEX,6231.45,2024.65,101.23,10/22/2023,2/14/2023,9179,134,10/22/2023,Complaint,Resolved,3/30/2023
135,Andrew,Williams,42,Female,Address_135,Los Angeles,19458794988,andrew.williams@kag.com,Savings,2165.22,6/16/2005,2/12/2023,135,3/9/2023,Withdrawal,2330.33,4495.55,88,135,13900.87,Mortgage,9,60,12/6/2021,Approved,135,AMEX,2174.01,3085.42,154.27,12/21/2023,8/15/2023,1932,135,11/6/2023,Suggestion,Resolved,2/11/2023
136,Paul,Wilson,20,Other,Address_136,Denver,19458794989,paul.wilson@kag.com,Current,4423.6,6/5/2001,4/9/2023,136,1/5/2023,Transfer,4114.85,8538.45,49,136,26444.55,Mortgage,6.15,48,3/26/2022,Closed,136,MasterCard,6662.18,1281.2,64.06,1/7/2023,5/10/2023,4718,136,12/28/2023,Praise,Resolved,3/26/2023
137,Timothy,Flores,38,Female,Address_137,Houston,19458794990,timothy.flores@kag.com,Current,6931.2,2/23/2008,5/23/2023,137,7/25/2023,Withdrawal,2429.73,9360.93,36,137,7031.22,Mortgage,8.56,60,3/8/2021,Approved,137,MasterCard,6093.49,391.53,19.58,4/17/2023,11/30/2023,7801,137,1/13/2023,Complaint,Resolved,9/18/2023
138,Susan,Brown,56,Male,Address_138,Philadelphia,19458794991,susan.brown@kag.com,Savings,3165.23,7/7/2020,10/19/2023,138,3/23/2023,Deposit,2903.17,6068.4,58,138,14972.04,Personal,7.6,12,11/12/2021,Approved,138,MasterCard,8212.72,775.69,38.78,5/24/2023,12/20/2023,8387,138,9/4/2023,Praise,Pending,4/1/2023
139,Michael,Hernandez,49,Female,Address_139,Atlanta,19458794992,michael.hernandez@kag.com,Current,847.22,11/5/2020,4/7/2023,139,3/8/2023,Transfer,3742.63,4589.85,93,139,21643.69,Personal,5.79,48,9/11/2021,Rejected,139,MasterCard,8175.18,1838.14,91.91,10/16/2023,1/11/2023,6968,139,12/29/2023,Praise,Resolved,6/28/2023
140,James,Walker,67,Other,Address_140,Louisville,19458794993,james.walker@kag.com,Savings,2054.16,1/21/2016,3/26/2023,140,9/2/2023,Withdrawal,1332.32,721.84,15,140,33988.46,Auto,3.94,36,5/1/2022,Closed,140,Visa,8492.02,3669.04,183.45,2/16/2023,10/16/2023,4561,140,10/19/2023,Praise,Resolved,6/12/2023
141,Robert,Nelson,38,Male,Address_141,Baltimore,19458794994,robert.nelson@kag.com,Current,1730.88,4/4/2013,10/25/2023,141,9/24/2023,Deposit,1241.76,2972.64,39,141,10173.62,Personal,9.56,36,12/1/2021,Closed,141,Visa,9408.31,2928.2,146.41,7/7/2023,4/18/2023,714,141,1/28/2023,Praise,Resolved,11/20/2023
142,Sandra,Young,26,Male,Address_142,San Antonio,19458794995,sandra.young@kag.com,Savings,6356.23,3/2/2003,4/1/2023,142,8/27/2023,Deposit,3342.53,9698.76,5,142,8750.37,Personal,1.51,36,10/8/2020,Approved,142,Visa,6312.22,1881.02,94.05,7/31/2023,12/27/2023,9063,142,10/18/2023,Complaint,Resolved,12/16/2023
143,Susan,Clark,67,Male,Address_143,Dallas,19458794996,susan.clark@kag.com,Savings,778.63,5/2/2021,10/28/2023,143,8/19/2023,Deposit,4770.03,-3991.4,97,143,30782.02,Mortgage,9.05,24,2/28/2020,Closed,143,MasterCard,2303.07,2371.43,118.57,5/27/2023,9/27/2023,6128,143,7/29/2023,Praise,Resolved,2/25/2023
144,Joshua,Robinson,18,Male,Address_144,Boston,19458794997,joshua.robinson@kag.com,Current,8859.02,10/15/2001,1/30/2023,144,8/16/2023,Withdrawal,2235.71,6623.31,45,144,34297.73,Mortgage,5.56,36,5/3/2021,Rejected,144,Visa,9231.54,2908.31,145.42,7/4/2023,4/28/2023,2160,144,7/20/2023,Suggestion,Resolved,12/19/2023
145,Anthony,Nelson,21,Other,Address_145,Tucson,19458794998,anthony.nelson@kag.com,Current,935.43,2/21/2007,10/22/2023,145,6/2/2023,Transfer,4492.03,5427.46,1,145,5099.13,Personal,7.74,60,8/2/2020,Closed,145,AMEX,9968.85,846.06,42.3,6/11/2023,10/30/2023,8707,145,4/27/2023,Praise,Pending,3/5/2023
146,David,Johnson,21,Male,Address_146,New York,19458794999,david.johnson@kag.com,Current,6019.31,5/6/2013,6/23/2023,146,2/11/2023,Withdrawal,2595.75,3423.56,47,146,2625,Personal,4.01,48,4/12/2020,Approved,146,Visa,1346.18,1359.01,67.95,7/16/2023,9/21/2023,358,146,9/15/2023,Suggestion,Pending,11/3/2023
